,level_0,level_1,cosine,euclidean,hamming,psnr,ssim
25,/Users/dcortes/dev/livepeer/YT8M/videos/7/Asus Padfone - stylus jako headset v akci (MWC 2012)4343.726.mp4,360:640,0.22197147689091168,12.980854028126496,0.7293333333333335,40.55651394979041,0.9799145316614124
26,/Users/dcortes/dev/livepeer/YT8M/videos/7/Asus Padfone - stylus jako headset v akci (MWC 2012)4343.726.mp4,480:854,0.22127116384778758,13.086084772906132,0.7160000000000001,42.42294336649417,0.9853041723294725
27,/Users/dcortes/dev/livepeer/YT8M/videos/7/Asus Padfone - stylus jako headset v akci (MWC 2012)4343.726.mp4,720:1280,0.229630668206455,13.09347903777389,0.6979999999999998,42.73492574524746,0.9855409337869376
28,/Users/dcortes/dev/livepeer/YT8M/videos/7/August Burns Red - White Washed [LIVE]4172.161.mp4,240:426,0.21305635848408422,12.76527228584336,0.7222222222222222,34.78360340271396,0.8966616624115681
29,/Users/dcortes/dev/livepeer/YT8M/videos/7/August Burns Red - White Washed [LIVE]4172.161.mp4,360:640,0.20164408676977827,12.05654995419618,0.6377777777777778,38.54883372513901,0.95382744467546
30,/Users/dcortes/dev/livepeer/YT8M/videos/7/August Burns Red - White Washed [LIVE]4172.161.mp4,480:854,0.17783906252469278,11.473195237069884,0.5822222222222223,40.01477209715046,0.9652412330087763
31,/Users/dcortes/dev/livepeer/YT8M/videos/7/August Burns Red - White Washed [LIVE]4172.161.mp4,720:1280,0.1424650716288435,9.292377025567971,0.4666666666666667,42.30674157052507,0.976793637301861
32,"/Users/dcortes/dev/livepeer/YT8M/videos/7/Axiyo Graves vs Kalista ADC - Highlights (Feb 20, 2015)5535.542.mp4",240:426,0.2556969574290866,14.007367473650431,0.7927777777777779,35.136942796550414,0.9190580852199569
33,"/Users/dcortes/dev/livepeer/YT8M/videos/7/Axiyo Graves vs Kalista ADC - Highlights (Feb 20, 2015)5535.542.mp4",360:640,0.24158905253357243,13.451400168920006,0.7811111111111112,36.18040664756474,0.9351453502165042
34,"/Users/dcortes/dev/livepeer/YT8M/videos/7/Axiyo Graves vs Kalista ADC - Highlights (Feb 20, 2015)5535.542.mp4",480:854,0.24763372035988854,13.524791883564522,0.7527777777777779,37.75877360007235,0.9666542480822116
35,"/Users/dcortes/dev/livepeer/YT8M/videos/7/Axiyo Graves vs Kalista ADC - Highlights (Feb 20, 2015)5535.542.mp4",720:1280,0.1885175986296023,11.941419922154326,0.6516666666666667,40.044831375925156,0.979851051221068
36,"/Users/dcortes/dev/livepeer/YT8M/videos/7/BOYFRIEND - Obsession, 보이프렌드 - 너란 여자, Music Core 201406074166.019.mp4",240:426,0.2542686415115159,14.536061051968662,0.7961111111111111,30.10761154500284,0.7139917459217705
37,"/Users/dcortes/dev/livepeer/YT8M/videos/7/BOYFRIEND - Obsession, 보이프렌드 - 너란 여자, Music Core 201406074166.019.mp4",360:640,0.21421151726127827,13.169311929651704,0.7088888888888889,31.89243258460981,0.8529628228059022
38,"/Users/dcortes/dev/livepeer/YT8M/videos/7/BOYFRIEND - Obsession, 보이프렌드 - 너란 여자, Music Core 201406074166.019.mp4",480:854,0.21013198776828396,12.894427576982418,0.6844444444444444,32.3397289503953,0.8660998941160148
39,"/Users/dcortes/dev/livepeer/YT8M/videos/7/BOYFRIEND - Obsession, 보이프렌드 - 너란 여자, Music Core 201406074166.019.mp4",720:1280,0.20097780357776404,12.417608402772228,0.6438888888888888,33.527185308809564,0.9024715172525488
40,/Users/dcortes/dev/livepeer/YT8M/videos/7/Baker Marching Band Halftime Show 2013 against B.C. Rain4331.25.mp4,240:426,0.22000657204580124,14.212985910803054,0.7961111111111111,31.677137834683005,0.8851037449607787
41,/Users/dcortes/dev/livepeer/YT8M/videos/7/Baker Marching Band Halftime Show 2013 against B.C. Rain4331.25.mp4,360:640,0.2184170508078288,13.951645297710975,0.7905555555555555,32.68498948827497,0.9309617236115438
42,/Users/dcortes/dev/livepeer/YT8M/videos/7/Baker Marching Band Halftime Show 2013 against B.C. Rain4331.25.mp4,480:854,0.22936150428797938,14.317069862930396,0.7677777777777778,33.93721997628384,0.9582910911986117
43,/Users/dcortes/dev/livepeer/YT8M/videos/7/Baker Marching Band Halftime Show 2013 against B.C. Rain4331.25.mp4,720:1280,0.16451988603298287,11.537117713656915,0.5388888888888889,36.31950314170537,0.976375302352468
44,/Users/dcortes/dev/livepeer/YT8M/videos/7/Banda Fuego Nuevo San Simon 20144172.461.mp4,240:426,0.27730780580917125,15.210408111847952,0.8550000000000001,32.39663794777626,0.8819507542176886
