,level_0,level_1,temporal_canny-cosine,temporal_canny-euclidean,temporal_difference-cosine,temporal_difference-euclidean
32,../data/1080p/-8ygLPzgpsg.mp4,../data/144p_flip_vertical/-8ygLPzgpsg.mp4,0.00026866313224904737,0.8915996228576015,0.0022504781153969144,0.9878723978646052
33,../data/1080p/-8ygLPzgpsg.mp4,../data/144p_flip_horizontal/-8ygLPzgpsg.mp4,0.00026506120396774246,0.7691895502074324,0.0020992396568747518,0.9511080450440059
34,../data/1080p/-8ygLPzgpsg.mp4,../data/144p_rotate_90_clockwise/-8ygLPzgpsg.mp4,0.00037244010498993507,0.8948487846656782,0.002199794669153987,0.9789710807880612
35,../data/1080p/-8ygLPzgpsg.mp4,../data/144p_rotate_90_counterclockwise/-8ygLPzgpsg.mp4,0.0003793472521527175,0.8913745572584645,0.0020866169927418188,0.9410039150930258
36,../data/1080p/-j989rqetQE.mp4,../data/1080p/-j989rqetQE.mp4,0.0,0.0,0.0,0.0
37,../data/1080p/-j989rqetQE.mp4,../data/1080p_watermark/-j989rqetQE.mp4,0.0014798062554978175,2.714764101295862,0.0004224187840486948,0.25135105103443756
38,../data/1080p/-j989rqetQE.mp4,../data/1080p_flip_vertical/-j989rqetQE.mp4,0.0015032549700947362,3.9257620247225384,0.001123296943752461,0.377918311006924
39,../data/1080p/-j989rqetQE.mp4,../data/1080p_flip_horizontal/-j989rqetQE.mp4,0.0015284205162613418,4.506362138206593,0.00047153957991774575,0.21880885499371572
40,../data/1080p/-j989rqetQE.mp4,../data/1080p_rotate_90_clockwise/-j989rqetQE.mp4,0.00039328862783150065,1.8060494725495257,0.0009427781661185408,0.34348821823670284
41,../data/1080p/-j989rqetQE.mp4,../data/1080p_rotate_90_counterclockwise/-j989rqetQE.mp4,0.0003928497766755301,1.8162803344405773,0.0003681234293694269,0.1962306675793647
42,../data/1080p/-j989rqetQE.mp4,../data/720p/-j989rqetQE.mp4,0.0010588492804107785,1.646252741492158,0.005160134962857166,0.7474893523983999
43,../data/1080p/-j989rqetQE.mp4,../data/720p_watermark/-j989rqetQE.mp4,0.0010613345868117907,2.432084872309166,0.005764527555090382,0.8941864371337503
44,../data/1080p/-j989rqetQE.mp4,../data/720p_flip_vertical/-j989rqetQE.mp4,0.001038011772678149,3.6066369755433128,0.006107377622916688,0.8334381619548078
45,../data/1080p/-j989rqetQE.mp4,../data/720p_flip_horizontal/-j989rqetQE.mp4,0.001066070924733098,3.6596361165125573,0.005876904405389349,0.8354983561281709
46,../data/1080p/-j989rqetQE.mp4,../data/720p_rotate_90_clockwise/-j989rqetQE.mp4,0.0009886048763687594,3.279635135250397,0.006102428965170992,0.8173543280817268
47,../data/1080p/-j989rqetQE.mp4,../data/720p_rotate_90_counterclockwise/-j989rqetQE.mp4,0.000983829497174571,3.2912587342371347,0.005719059816816641,0.8041835969373368
48,../data/1080p/-j989rqetQE.mp4,../data/480p/-j989rqetQE.mp4,0.0009728362954531944,1.822291171009496,0.011985100047539388,1.3822446324728441
49,../data/1080p/-j989rqetQE.mp4,../data/480p_watermark/-j989rqetQE.mp4,0.0009537588943474562,2.0515746428692854,0.01261097679783052,1.4779089212535714
50,../data/1080p/-j989rqetQE.mp4,../data/480p_flip_vertical/-j989rqetQE.mp4,0.0009604862789349689,3.1506516508654268,0.012853790331859849,1.4318967484536613
51,../data/1080p/-j989rqetQE.mp4,../data/480p_flip_horizontal/-j989rqetQE.mp4,0.0009613304159274971,3.1985974152275642,0.012223331628492762,1.4221212293140617
52,../data/1080p/-j989rqetQE.mp4,../data/480p_rotate_90_clockwise/-j989rqetQE.mp4,0.0018642571337293967,4.0017955216611965,0.012799826173512718,1.4114049689945656
53,../data/1080p/-j989rqetQE.mp4,../data/480p_rotate_90_counterclockwise/-j989rqetQE.mp4,0.001864264210595823,4.043104267791135,0.012318896168144078,1.3965541397785268
54,../data/1080p/-j989rqetQE.mp4,../data/360p/-j989rqetQE.mp4,0.0014669937590561233,2.350477068593845,0.02342494678691076,2.1670060919182923
55,../data/1080p/-j989rqetQE.mp4,../data/360p_watermark/-j989rqetQE.mp4,0.0014601160656319,2.4938046424447413,0.02298792717362197,2.1718928934545643
56,../data/1080p/-j989rqetQE.mp4,../data/360p_flip_vertical/-j989rqetQE.mp4,0.0014907925001936828,3.6435520769165004,0.02149623098383957,2.106306485599087
57,../data/1080p/-j989rqetQE.mp4,../data/360p_flip_horizontal/-j989rqetQE.mp4,0.001493494771982018,3.6918535387143696,0.02205670281844485,2.1508503251335465
58,../data/1080p/-j989rqetQE.mp4,../data/360p_rotate_90_clockwise/-j989rqetQE.mp4,0.0015301717408756632,3.9330331442765862,0.023421895887377198,2.139075672933055
59,../data/1080p/-j989rqetQE.mp4,../data/360p_rotate_90_counterclockwise/-j989rqetQE.mp4,0.0015279518669677472,3.8913720257241753,0.022021072031306543,2.1302624148039677
60,../data/1080p/-j989rqetQE.mp4,../data/240p/-j989rqetQE.mp4,0.0026090587123770437,3.810766232411329,0.030176366496992624,2.29682027560752
61,../data/1080p/-j989rqetQE.mp4,../data/240p_watermark/-j989rqetQE.mp4,0.0026184632454133716,4.039700806615742,0.030172073174986602,2.3437184443672847
62,../data/1080p/-j989rqetQE.mp4,../data/240p_flip_vertical/-j989rqetQE.mp4,0.0025653542079469016,5.4831767492878365,0.027569680238626826,2.2372471294488587
63,../data/1080p/-j989rqetQE.mp4,../data/240p_flip_horizontal/-j989rqetQE.mp4,0.002572082980298318,5.528939802460798,0.030330535637015932,2.2974233013293426
64,../data/1080p/-j989rqetQE.mp4,../data/240p_rotate_90_clockwise/-j989rqetQE.mp4,0.0019763110886766855,4.796333372775168,0.029110620467779458,2.28043827661969
65,../data/1080p/-j989rqetQE.mp4,../data/240p_rotate_90_counterclockwise/-j989rqetQE.mp4,0.0019619575850751136,4.799354231951424,0.03280216227837818,2.3360429584774205
66,../data/1080p/-j989rqetQE.mp4,../data/144p/-j989rqetQE.mp4,0.0032602604773528387,5.766788702919662,0.050708965561181985,2.7398753080372455
67,../data/1080p/-j989rqetQE.mp4,../data/144p_watermark/-j989rqetQE.mp4,0.003252179311349246,6.022992842510076,0.05071868036017235,2.7408014568043546
68,../data/1080p/-j989rqetQE.mp4,../data/144p_flip_vertical/-j989rqetQE.mp4,0.003272738305312939,7.537694557511722,0.0476369776526655,2.6852859098523365
69,../data/1080p/-j989rqetQE.mp4,../data/144p_flip_horizontal/-j989rqetQE.mp4,0.0032759518082990935,7.635166976406539,0.050988235454013875,2.72688510634261
70,../data/1080p/-j989rqetQE.mp4,../data/144p_rotate_90_clockwise/-j989rqetQE.mp4,0.0025206441456560036,6.131565630405688,0.05343445455578699,2.78913157502126
71,../data/1080p/-j989rqetQE.mp4,../data/144p_rotate_90_counterclockwise/-j989rqetQE.mp4,0.0025778912155535183,5.96899628205933,0.05158502259233411,2.7314355563674604
72,../data/1080p/03qItbRVBaw.mp4,../data/1080p/03qItbRVBaw.mp4,0.0,0.0,0.0,0.0
73,../data/1080p/03qItbRVBaw.mp4,../data/1080p_watermark/03qItbRVBaw.mp4,0.9999991970565357,26995024.476815138,2.743714633779426e-05,0.17969057732430013
74,../data/1080p/03qItbRVBaw.mp4,../data/1080p_flip_vertical/03qItbRVBaw.mp4,0.12014097246784672,11.91777861287147,1.4333598834848083e-05,0.07953834226877396
75,../data/1080p/03qItbRVBaw.mp4,../data/1080p_flip_horizontal/03qItbRVBaw.mp4,0.12644055165530677,11.91215108821019,2.5796626831331437e-06,0.03353117969749945
76,../data/1080p/03qItbRVBaw.mp4,../data/1080p_rotate_90_clockwise/03qItbRVBaw.mp4,0.31283972659974946,22.602281827263095,1.203115101067187e-05,0.0720976902365289
77,../data/1080p/03qItbRVBaw.mp4,../data/1080p_rotate_90_counterclockwise/03qItbRVBaw.mp4,0.3171148074503274,23.077854202166737,2.964640175351363e-06,0.03578631778983058
78,../data/1080p/03qItbRVBaw.mp4,../data/720p/03qItbRVBaw.mp4,0.9415934134808832,76976792.5004504,2.3559011208873493e-05,0.10546588304037427
79,../data/1080p/03qItbRVBaw.mp4,../data/720p_watermark/03qItbRVBaw.mp4,0.9446849748068566,83804035.6029568,7.310377765834541e-05,0.1990115600217787
80,../data/1080p/03qItbRVBaw.mp4,../data/720p_flip_vertical/03qItbRVBaw.mp4,0.9415791504108627,88876409.59027787,2.9939159529646098e-05,0.11720834352997969
81,../data/1080p/03qItbRVBaw.mp4,../data/720p_flip_horizontal/03qItbRVBaw.mp4,0.9415791647262857,92332247.26388896,2.523967411782735e-05,0.10794010606180392
82,../data/1080p/03qItbRVBaw.mp4,../data/720p_rotate_90_clockwise/03qItbRVBaw.mp4,0.21056168360515115,16.1338472309702,2.4505679658726187e-05,0.1078510224936866
83,../data/1080p/03qItbRVBaw.mp4,../data/720p_rotate_90_counterclockwise/03qItbRVBaw.mp4,0.21438058746656297,16.41019192565761,2.5085095398891255e-05,0.11013539117483712
84,../data/1080p/03qItbRVBaw.mp4,../data/480p/03qItbRVBaw.mp4,0.051840604508797794,5.716277590762208,7.277532891314387e-05,0.19585802745327574
85,../data/1080p/03qItbRVBaw.mp4,../data/480p_watermark/03qItbRVBaw.mp4,0.9999990581359778,20052865.263699196,0.00014286101819382946,0.25019808389276316
86,../data/1080p/03qItbRVBaw.mp4,../data/480p_flip_vertical/03qItbRVBaw.mp4,0.03964802953341362,6.490761541235065,6.325138839979871e-05,0.17940197385711246
87,../data/1080p/03qItbRVBaw.mp4,../data/480p_flip_horizontal/03qItbRVBaw.mp4,0.041929418488376835,6.3696203014574,5.974627103322305e-05,0.17875573553038793
88,../data/1080p/03qItbRVBaw.mp4,../data/480p_rotate_90_clockwise/03qItbRVBaw.mp4,0.14297670209251845,12.362845583417153,6.22969901536985e-05,0.17855149115163232
89,../data/1080p/03qItbRVBaw.mp4,../data/480p_rotate_90_counterclockwise/03qItbRVBaw.mp4,0.14188576946646325,12.317940356554157,5.26660973816373e-05,0.16852006002922743
90,../data/1080p/03qItbRVBaw.mp4,../data/360p/03qItbRVBaw.mp4,0.10417692155955116,8.542632915908662,0.00020594524370387557,0.3091331928868864
91,../data/1080p/03qItbRVBaw.mp4,../data/360p_watermark/03qItbRVBaw.mp4,0.17953606816759504,13.091139712333199,0.0002855150396979811,0.35050566606765626
92,../data/1080p/03qItbRVBaw.mp4,../data/360p_flip_vertical/03qItbRVBaw.mp4,0.10068434279919602,10.145178050916005,0.0001400777127013031,0.2632969133817932
93,../data/1080p/03qItbRVBaw.mp4,../data/360p_flip_horizontal/03qItbRVBaw.mp4,0.10665387479810673,10.150116464482064,0.00012932174390301032,0.2527967393999152
94,../data/1080p/03qItbRVBaw.mp4,../data/360p_rotate_90_clockwise/03qItbRVBaw.mp4,0.12902870355838536,11.438890363120718,0.00015845052538510096,0.27988290206246014
95,../data/1080p/03qItbRVBaw.mp4,../data/360p_rotate_90_counterclockwise/03qItbRVBaw.mp4,0.1333059785474615,11.738079694550903,0.0001399476273569178,0.25488762751606103
96,../data/1080p/03qItbRVBaw.mp4,../data/240p/03qItbRVBaw.mp4,0.06515635043625612,6.4134710503795755,0.0006334322178231933,0.5265952623366138
97,../data/1080p/03qItbRVBaw.mp4,../data/240p_watermark/03qItbRVBaw.mp4,0.11980811964820537,9.804825767161521,0.0008747946598960388,0.6160691623523815
98,../data/1080p/03qItbRVBaw.mp4,../data/240p_flip_vertical/03qItbRVBaw.mp4,0.06553598913727432,7.832911971009739,0.000952454618273646,0.6391854301119737
99,../data/1080p/03qItbRVBaw.mp4,../data/240p_flip_horizontal/03qItbRVBaw.mp4,0.06570628339895657,7.659822122228564,0.0008805282569541717,0.6139942819711369
100,../data/1080p/03qItbRVBaw.mp4,../data/240p_rotate_90_clockwise/03qItbRVBaw.mp4,0.03581866142291501,5.554492502020303,0.0008437274552630658,0.6008693298473847
101,../data/1080p/03qItbRVBaw.mp4,../data/240p_rotate_90_counterclockwise/03qItbRVBaw.mp4,0.033603725942821905,5.5044761330548235,0.0008920499730349363,0.6196168148886998
102,../data/1080p/03qItbRVBaw.mp4,../data/144p/03qItbRVBaw.mp4,0.05063887204481643,5.58231906439223,0.0017728616539479658,0.906795889795029
103,../data/1080p/03qItbRVBaw.mp4,../data/144p_watermark/03qItbRVBaw.mp4,0.06151699113396425,6.563304100723962,0.001963459097140463,0.9134075283555964
104,../data/1080p/03qItbRVBaw.mp4,../data/144p_flip_vertical/03qItbRVBaw.mp4,0.04959999141058247,6.545409092732091,0.001312815807128831,0.7827111858874107
105,../data/1080p/03qItbRVBaw.mp4,../data/144p_flip_horizontal/03qItbRVBaw.mp4,0.054790004720600693,6.864400496927475,0.001413932569495846,0.7963513639137826
106,../data/1080p/03qItbRVBaw.mp4,../data/144p_rotate_90_clockwise/03qItbRVBaw.mp4,0.02805970162559701,4.880438633380759,0.001269479989969735,0.7675835749559325
107,../data/1080p/03qItbRVBaw.mp4,../data/144p_rotate_90_counterclockwise/03qItbRVBaw.mp4,0.026711791650508965,4.903031669002989,0.0016937205401900135,0.8860540610157187
108,../data/1080p/07v4VHkykWs.mp4,../data/1080p/07v4VHkykWs.mp4,0.0,0.0,0.0,0.0
109,../data/1080p/07v4VHkykWs.mp4,../data/1080p_watermark/07v4VHkykWs.mp4,0.016969210136572377,4.031827084461652,1.1185504353083964e-05,0.1669527526295316
110,../data/1080p/07v4VHkykWs.mp4,../data/1080p_flip_vertical/07v4VHkykWs.mp4,0.005766321421715848,3.434610729242793,3.0481438968887886e-05,0.11149562628351356
111,../data/1080p/07v4VHkykWs.mp4,../data/1080p_flip_horizontal/07v4VHkykWs.mp4,0.008553957052159,3.864262696717416,2.2895090708852095e-06,0.02913897307713818
112,../data/1080p/07v4VHkykWs.mp4,../data/1080p_rotate_90_clockwise/07v4VHkykWs.mp4,0.004286516067459001,2.8711692677386917,2.8313828663306673e-05,0.11167582165749837
113,../data/1080p/07v4VHkykWs.mp4,../data/1080p_rotate_90_counterclockwise/07v4VHkykWs.mp4,0.004073073039843944,2.799868077188893,2.7850005106522246e-06,0.03196064178481914
114,../data/1080p/07v4VHkykWs.mp4,../data/720p/07v4VHkykWs.mp4,0.0005362771087261686,0.5116156027484059,0.0001386323846472859,0.2579948669999673
115,../data/1080p/07v4VHkykWs.mp4,../data/720p_watermark/07v4VHkykWs.mp4,0.0019230390610815995,1.398103630877649,0.0001582782456488463,0.24152091955920263
116,../data/1080p/07v4VHkykWs.mp4,../data/720p_flip_vertical/07v4VHkykWs.mp4,0.002460083786519962,2.7271165174323655,9.356235922985956e-05,0.24137116709202008
117,../data/1080p/07v4VHkykWs.mp4,../data/720p_flip_horizontal/07v4VHkykWs.mp4,0.004456866384925262,3.116456776524235,0.00010919032099132586,0.23274629606019057
118,../data/1080p/07v4VHkykWs.mp4,../data/720p_rotate_90_clockwise/07v4VHkykWs.mp4,0.002070171138727428,2.319171202960654,0.00013941073272250026,0.2694271439878894
119,../data/1080p/07v4VHkykWs.mp4,../data/720p_rotate_90_counterclockwise/07v4VHkykWs.mp4,0.0019267610806330548,2.1785163272599144,9.958219246852806e-05,0.24305870547777778
120,../data/1080p/07v4VHkykWs.mp4,../data/480p/07v4VHkykWs.mp4,0.00017581324815596489,0.2927827108819069,0.00021255931026065156,0.33064873249329735
121,../data/1080p/07v4VHkykWs.mp4,../data/480p_watermark/07v4VHkykWs.mp4,0.0007589626254044246,0.9466733328753248,0.00021576325258387818,0.2780844939837623
122,../data/1080p/07v4VHkykWs.mp4,../data/480p_flip_vertical/07v4VHkykWs.mp4,0.0018702430038783913,2.2095293420888598,0.00025620523258740313,0.36595120451975904
123,../data/1080p/07v4VHkykWs.mp4,../data/480p_flip_horizontal/07v4VHkykWs.mp4,0.004089657041976502,2.765011906721932,0.00020488606650304053,0.32077939933246225
124,../data/1080p/07v4VHkykWs.mp4,../data/480p_rotate_90_clockwise/07v4VHkykWs.mp4,0.001922865237475313,2.1826244681318254,0.00018058108002749762,0.3345587425608204
125,../data/1080p/07v4VHkykWs.mp4,../data/480p_rotate_90_counterclockwise/07v4VHkykWs.mp4,0.0019278929306830728,2.091157926445105,0.00016493016436192054,0.315846893585841
126,../data/1080p/07v4VHkykWs.mp4,../data/360p/07v4VHkykWs.mp4,0.00013573410885248105,0.25801273508175854,0.00030937931237451366,0.36808405266802147
127,../data/1080p/07v4VHkykWs.mp4,../data/360p_watermark/07v4VHkykWs.mp4,0.0006503649069996564,0.8353269903388333,0.00039841076641067286,0.38001764000120414
128,../data/1080p/07v4VHkykWs.mp4,../data/360p_flip_vertical/07v4VHkykWs.mp4,0.0018742485709671852,1.9525443616981992,0.00029975575639351604,0.40152668344994236
129,../data/1080p/07v4VHkykWs.mp4,../data/360p_flip_horizontal/07v4VHkykWs.mp4,0.003497339720087256,2.3748510943319396,0.0002459025720936703,0.3319220271649573
130,../data/1080p/07v4VHkykWs.mp4,../data/360p_rotate_90_clockwise/07v4VHkykWs.mp4,0.0017309119263514416,1.9513681661341529,0.0002908727750174922,0.37870904135560707
131,../data/1080p/07v4VHkykWs.mp4,../data/360p_rotate_90_counterclockwise/07v4VHkykWs.mp4,0.0016468664679474276,1.859533163625778,0.00033506045709807974,0.39805139193747113
132,../data/1080p/07v4VHkykWs.mp4,../data/240p/07v4VHkykWs.mp4,9.719488681980692e-05,0.21661808487942924,0.0006701423741648505,0.4979492438344842
133,../data/1080p/07v4VHkykWs.mp4,../data/240p_watermark/07v4VHkykWs.mp4,0.0005431076285986602,0.729582229427046,0.000710400433865721,0.5143403657290401
134,../data/1080p/07v4VHkykWs.mp4,../data/240p_flip_vertical/07v4VHkykWs.mp4,0.001714986231070359,1.7139556856403817,0.0005463137347829772,0.4976201403916165
135,../data/1080p/07v4VHkykWs.mp4,../data/240p_flip_horizontal/07v4VHkykWs.mp4,0.0023815246958188707,1.9851943471853957,0.0005706165038517064,0.4850931551328877
136,../data/1080p/07v4VHkykWs.mp4,../data/240p_rotate_90_clockwise/07v4VHkykWs.mp4,0.0017177915802149002,1.8032600641153187,0.0004588779224646844,0.4375267583310708
137,../data/1080p/07v4VHkykWs.mp4,../data/240p_rotate_90_counterclockwise/07v4VHkykWs.mp4,0.0016147897055379667,1.7486937673045027,0.000531899464858876,0.48853640085183897
138,../data/1080p/07v4VHkykWs.mp4,../data/144p/07v4VHkykWs.mp4,0.00010840302354830911,0.23785188752568917,0.001069932714126809,0.6479273679101363
139,../data/1080p/07v4VHkykWs.mp4,../data/144p_watermark/07v4VHkykWs.mp4,0.0004197958872743657,0.6004240200836825,0.0011164816197873906,0.6373632274859172
140,../data/1080p/07v4VHkykWs.mp4,../data/144p_flip_vertical/07v4VHkykWs.mp4,0.0016008374154959926,1.5236508747729247,0.0007022514761884091,0.594532926961639
141,../data/1080p/07v4VHkykWs.mp4,../data/144p_flip_horizontal/07v4VHkykWs.mp4,0.001691750206304965,1.6755602242100858,0.0008175876906348911,0.6036105398470799
142,../data/1080p/07v4VHkykWs.mp4,../data/144p_rotate_90_clockwise/07v4VHkykWs.mp4,0.0016322553097998238,1.7444050789895986,0.000655416616443194,0.5675638175584016
143,../data/1080p/07v4VHkykWs.mp4,../data/144p_rotate_90_counterclockwise/07v4VHkykWs.mp4,0.0016312937964955143,1.7307666689056496,0.0007361599592350387,0.5877192478674994
144,../data/1080p/1HWSFYQXa1Q.mp4,../data/1080p/1HWSFYQXa1Q.mp4,0.0,0.0,0.0,0.0
145,../data/1080p/1HWSFYQXa1Q.mp4,../data/1080p_watermark/1HWSFYQXa1Q.mp4,0.00011900214531790354,3.8100671096570258,6.158007280898659e-05,0.2749765900599857
146,../data/1080p/1HWSFYQXa1Q.mp4,../data/1080p_flip_vertical/1HWSFYQXa1Q.mp4,0.00018714392553953463,7.886453892709019,0.0003417839994471761,0.3648696009109347
147,../data/1080p/1HWSFYQXa1Q.mp4,../data/1080p_flip_horizontal/1HWSFYQXa1Q.mp4,0.000824482096778989,5.480899800424728,6.209731498174609e-05,0.16203191718874121
148,../data/1080p/1HWSFYQXa1Q.mp4,../data/1080p_rotate_90_clockwise/1HWSFYQXa1Q.mp4,0.00046678732273919277,6.032358898377631,0.0003766186827921514,0.3851690924625607
149,../data/1080p/1HWSFYQXa1Q.mp4,../data/1080p_rotate_90_counterclockwise/1HWSFYQXa1Q.mp4,0.00041975089484058703,7.015445742433264,7.742737874549821e-05,0.20251789191093272
150,../data/1080p/1HWSFYQXa1Q.mp4,../data/720p/1HWSFYQXa1Q.mp4,4.7829858107251155e-05,0.18096414777688474,0.002114011055055265,0.6035716767092655
151,../data/1080p/1HWSFYQXa1Q.mp4,../data/720p_watermark/1HWSFYQXa1Q.mp4,9.30728810959458e-05,3.431731429417407,0.0025882368811896983,0.821355073187579
152,../data/1080p/1HWSFYQXa1Q.mp4,../data/720p_flip_vertical/1HWSFYQXa1Q.mp4,0.00014720982383875647,8.01184453111698,0.0023532495073741444,0.6723134443027666
153,../data/1080p/1HWSFYQXa1Q.mp4,../data/720p_flip_horizontal/1HWSFYQXa1Q.mp4,0.0008825258065068287,4.860643317788713,0.002361046138624534,0.6771150287000237
154,../data/1080p/1HWSFYQXa1Q.mp4,../data/720p_rotate_90_clockwise/1HWSFYQXa1Q.mp4,0.00026648749492674817,6.386066053517382,0.002503953123904501,0.7107624527806278
155,../data/1080p/1HWSFYQXa1Q.mp4,../data/720p_rotate_90_counterclockwise/1HWSFYQXa1Q.mp4,0.0002741457524264579,6.577497153912081,0.002446487495410987,0.7024858217380446
156,../data/1080p/1HWSFYQXa1Q.mp4,../data/480p/1HWSFYQXa1Q.mp4,0.00011776532007101714,0.2672815801595332,0.006004738467787818,1.2051176453740273
